City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Bani Walid,LY,31.7566,13.9942,82.36,14,1,6.24,clear sky
347,Rumoi,JP,43.9344,141.6428,40.23,70,100,9.55,overcast clouds
348,Pareora,NZ,-44.4871,171.2132,46.0,94,28,6.46,scattered clouds
349,Verkhniy Mamon,RU,50.1635,40.3832,52.77,54,54,7.76,broken clouds
350,Chalisgaon,IN,20.4667,75.0167,89.67,14,33,4.54,scattered clouds
351,Hitachi,JP,36.6,140.65,57.0,70,71,4.38,broken clouds
352,Tabuk,PH,17.4189,121.4443,73.22,71,6,3.0,clear sky
353,Nantucket,US,41.2835,-70.0995,35.6,55,20,11.5,few clouds
354,Mahebourg,MU,-20.4081,57.7,78.8,89,40,6.91,light rain
355,Tumen,CN,42.9661,129.8425,44.35,74,100,0.83,overcast clouds
356,Constantine,DZ,36.365,6.6147,75.2,41,0,11.5,clear sky
357,Pitea,SE,65.3172,21.4794,42.8,45,0,14.97,clear sky
358,Homer,US,59.6425,-151.5483,19.4,73,1,3.44,clear sky
359,Vila Franca Do Campo,PT,37.7167,-25.4333,62.6,88,40,18.41,scattered clouds
360,Sembakung,ID,3.8167,117.25,74.25,97,100,1.07,overcast clouds
361,Kapuskasing,CA,49.4169,-82.4331,30.2,40,9,3.44,clear sky
362,Warangal,IN,18.0,79.5833,89.58,12,5,5.73,clear sky
363,San Quintin,MX,30.4833,-115.95,60.94,74,0,2.77,clear sky
364,Nha Trang,VN,12.25,109.1833,80.6,83,20,1.14,few clouds
365,Bathsheba,BB,13.2167,-59.5167,84.2,48,20,18.41,few clouds
366,Alice Springs,AU,-23.7,133.8833,64.4,59,0,5.75,clear sky
367,Wahiawa,US,21.5028,-158.0236,71.01,94,1,4.61,clear sky
368,Mount Gambier,AU,-37.8333,140.7667,55.4,71,0,5.75,clear sky
369,Sur,OM,22.5667,59.5289,83.12,40,1,1.72,clear sky
370,Belen,TR,36.4891,36.2233,53.6,82,75,5.75,broken clouds
371,Ardakan,IR,32.31,54.0175,80.6,24,75,6.91,sand
372,Bundi,IN,25.4417,75.6417,84.67,7,0,2.37,clear sky
373,Sungaipenuh,ID,-2.0833,101.3833,66.18,97,99,2.33,overcast clouds
374,Fairbanks,US,64.8378,-147.7164,-2.0,84,90,4.61,light snow
375,Vermilion,US,40.1667,-87.7506,39.99,48,1,9.22,clear sky
376,Skibbereen,IE,51.55,-9.2667,51.8,71,20,9.22,few clouds
377,Vicuna,CL,-30.0319,-70.7081,62.6,72,20,9.22,few clouds
378,Borogontsy,RU,62.6683,131.1683,-14.91,100,78,4.0,broken clouds
379,Roma,US,43.2128,-75.4557,33.01,40,40,13.8,scattered clouds
380,Leshukonskoye,RU,64.8989,45.7622,29.48,96,100,1.23,overcast clouds
381,Cibitoke,BI,-2.8833,29.25,65.16,88,89,3.33,light rain
382,La Foa,NC,-21.7108,165.8276,73.4,100,90,6.91,heavy intensity rain
383,Gravdal,NO,68.1214,13.5031,34.57,71,98,20.92,light snow
384,Bartlesville,US,36.7473,-95.9808,55.0,35,1,14.97,clear sky
385,Chimoio,MZ,-19.1164,33.4833,77.0,50,40,3.44,scattered clouds
386,Raudeberg,NO,61.9875,5.1352,42.01,68,44,20.07,scattered clouds
387,Hailar,CN,49.2,119.7,27.36,44,27,17.31,scattered clouds
388,Gamba,GA,-2.65,10.0,82.89,71,71,8.1,broken clouds
389,Neiafu,TO,-18.65,-173.9833,73.4,100,75,10.27,broken clouds
390,Manggar,ID,-2.8833,108.2667,81.09,80,60,6.26,broken clouds
391,Machiques,VE,10.0644,-72.545,89.73,52,88,4.59,overcast clouds
392,Atar,MR,20.5169,-13.0499,105.21,4,21,1.59,few clouds
393,Lantana,US,26.5867,-80.052,75.0,46,20,12.66,few clouds
394,Totana,ES,37.7688,-1.5023,77.0,41,20,6.91,few clouds
395,Gua Musang,MY,4.8823,101.9644,75.43,87,67,1.03,light rain
396,Zharkovskiy,RU,55.849,32.2697,37.02,77,67,4.34,light rain
397,Cap-Aux-Meules,CA,47.3821,-61.8597,41.0,100,100,5.75,overcast clouds
398,Yuzhno-Kurilsk,RU,44.0306,145.8556,36.34,85,100,11.74,overcast clouds
399,Bucerias,MX,20.75,-105.3333,75.2,57,1,3.44,clear sky
400,Altay,CN,47.8667,88.1167,27.12,46,3,9.51,clear sky
401,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.0,100,90,4.61,light rain
402,Rusape,ZW,-18.5278,32.1284,64.53,61,9,5.53,clear sky
403,Yining,CN,29.0361,114.5636,58.37,95,100,2.26,overcast clouds
404,Odienne,CI,9.51,-7.5692,102.9,11,26,8.77,scattered clouds
405,Barahona,DO,18.2085,-71.1008,84.2,70,20,11.5,few clouds
406,Lensk,RU,60.7253,114.9278,-0.56,99,99,2.26,overcast clouds
407,Kruisfontein,ZA,-34.0033,24.7314,63.0,92,100,8.63,overcast clouds
408,Pabna,BD,24.0,89.25,84.43,53,0,17.67,clear sky
409,Ejutla De Crespo,MX,16.5667,-96.7333,66.2,45,20,8.05,few clouds
410,Taltal,CL,-25.4,-70.4833,69.06,67,3,7.45,clear sky
411,Susangerd,IR,31.5608,48.1831,86.0,28,40,2.3,scattered clouds
412,Luderitz,NA,-26.6481,15.1594,74.64,48,0,23.49,clear sky
413,Sao Sebastiao,BR,-23.76,-45.4097,79.23,63,52,7.31,broken clouds
414,Kasempa,ZM,-13.4584,25.8338,69.71,76,40,5.39,scattered clouds
415,Monteprandone,IT,42.9201,13.8426,70.0,46,7,4.38,clear sky
416,Lazaro Cardenas,MX,17.9583,-102.2,88.29,35,2,5.08,clear sky
417,Sarangani,PH,5.4033,125.4636,81.64,80,87,11.59,overcast clouds
418,Palu,ID,-0.8917,119.8707,76.23,89,100,2.01,overcast clouds
419,Itoman,JP,26.1247,127.6694,71.6,94,20,4.61,few clouds
420,Oksfjord,NO,70.2396,22.3479,39.2,65,20,4.92,few clouds
421,Sassandra,CI,4.95,-6.0833,84.96,67,42,9.46,scattered clouds
422,Nivala,FI,63.9167,24.9667,37.99,78,100,3.0,overcast clouds
423,Ponta Delgada,PT,37.7333,-25.6667,62.6,88,40,18.41,scattered clouds
424,Chaoyang,CN,41.5703,120.4586,51.96,34,100,19.28,light rain
425,Troitskoye,RU,52.9821,84.6757,26.91,89,100,8.63,overcast clouds
426,Tual,ID,-5.6667,132.75,82.78,77,92,6.96,overcast clouds
427,Aguas Formosas,BR,-17.0822,-40.9358,84.02,63,73,6.08,broken clouds
428,Mwanza,TZ,-2.5167,32.9,71.6,83,40,5.75,light rain
429,Playas,EC,-2.6333,-80.3833,79.34,72,19,3.91,few clouds
430,Bani,DO,18.2833,-70.3333,84.2,61,40,9.22,scattered clouds
431,Wucheng,CN,29.6008,118.175,64.67,97,100,2.46,overcast clouds
432,Saskylakh,RU,71.9167,114.0833,-37.21,100,49,3.22,scattered clouds
433,Pangnirtung,CA,66.1451,-65.7125,-16.6,58,1,3.91,clear sky
434,Buritis,BR,-15.6178,-46.4233,92.1,37,12,5.26,few clouds
435,Ust-Omchug,RU,61.15,149.6333,-14.82,100,83,1.01,broken clouds
436,Morondava,MG,-20.2833,44.2833,82.4,75,10,9.71,clear sky
437,Camopi,GF,3.1655,-52.3158,76.75,95,100,3.89,overcast clouds
438,Tecoanapa,MX,16.5167,-98.75,90.28,29,0,0.98,clear sky
439,Petukhovo,RU,55.0692,67.9019,32.14,83,64,16.8,broken clouds
440,Xining,CN,36.6167,101.7667,33.04,84,100,5.68,snow
441,Denpasar,ID,-8.65,115.2167,80.6,89,20,2.3,few clouds
442,Churachandpur,IN,24.3333,93.6667,63.91,68,0,2.39,clear sky
443,Saint Andrews,US,34.0454,-81.1293,48.0,36,1,10.36,clear sky
444,Palauig,PH,15.435,119.9045,80.44,65,7,3.6,clear sky
445,Yagodnoye,RU,62.55,149.6667,-16.6,97,42,4.25,scattered clouds
446,Alpena,US,45.0617,-83.4327,35.01,44,1,5.75,clear sky
447,Luanda,AO,-8.8368,13.2343,86.0,70,20,12.66,few clouds
448,Port Lincoln,AU,-34.7333,135.8667,69.75,58,0,6.69,clear sky
449,Orange Cove,US,36.6244,-119.3137,59.0,58,1,4.61,clear sky
450,Mount Isa,AU,-20.7333,139.5,71.6,40,75,4.61,broken clouds
451,Sitapur,IN,27.5667,80.6833,78.73,6,0,5.66,clear sky
452,Shimoda,JP,34.6667,138.95,53.01,85,53,1.01,broken clouds
453,Vanimo,PG,-2.6741,141.3028,77.16,88,100,4.34,moderate rain
454,Coahuayana,MX,18.7333,-103.6833,80.6,44,1,11.5,clear sky
455,Saint Anthony,US,45.0205,-93.218,48.0,36,1,17.27,clear sky
456,Haines Junction,CA,60.7522,-137.5108,10.4,72,100,1.14,overcast clouds
457,Twentynine Palms,US,34.1356,-116.0542,73.99,12,1,5.75,haze
458,Hovd,MN,48.0056,91.6419,30.22,33,22,2.93,few clouds
459,Burnie,AU,-41.0667,145.9167,56.97,92,9,5.95,clear sky
460,Junction City,US,39.0286,-96.8314,57.99,28,1,27.63,clear sky
461,Weiser,US,44.251,-116.9693,51.01,53,1,1.57,clear sky
462,Soyo,AO,-6.1349,12.3689,89.6,66,75,9.22,broken clouds
463,San Marco In Lamis,IT,41.7131,15.6399,73.4,60,40,10.36,scattered clouds
464,Paamiut,GL,61.994,-49.6678,31.59,99,100,6.91,moderate rain
465,Klyuchi,RU,52.2667,79.1667,27.43,80,75,11.18,broken clouds
466,Gidam,IN,18.9833,81.4,81.28,15,11,2.89,few clouds
467,Ewa Beach,US,21.3156,-158.0072,71.6,77,1,5.75,clear sky
468,Port Blair,IN,11.6667,92.75,76.32,71,92,2.64,overcast clouds
469,Shirgaon,IN,19.7,72.7,79.05,70,81,6.46,broken clouds
470,Deputatskiy,RU,69.3,139.9,-13.72,99,100,0.36,overcast clouds
471,Kajaani,FI,64.2273,27.7285,35.6,80,20,4.61,few clouds
472,Bedele,ET,8.456,36.353,70.39,28,50,3.38,scattered clouds
473,Port Moresby,PG,-9.4431,147.1797,75.2,100,20,6.91,few clouds
474,Balfour,ZA,-26.6633,28.5902,75.99,30,47,4.0,scattered clouds
475,Bubaque,GW,11.2833,-15.8333,75.78,74,4,11.56,clear sky
476,Nanlong,CN,31.3533,106.0631,52.52,82,100,4.47,overcast clouds
477,Wanxian,CN,30.8039,108.3897,60.1,91,100,2.91,light rain
478,Zeya,RU,53.75,127.2667,22.98,79,100,13.2,overcast clouds
479,Jacmel,HT,18.2342,-72.5347,86.0,54,20,14.97,few clouds
480,Tawang,IN,27.5833,91.8667,39.11,85,75,1.07,broken clouds
481,Beloha,MG,-25.1667,45.05,73.71,72,1,14.79,clear sky
482,Sisimiut,GL,66.9395,-53.6735,12.43,77,100,9.71,overcast clouds
483,Inhambane,MZ,-23.865,35.3833,82.4,51,20,4.61,few clouds
484,Halvad,IN,23.0167,71.1833,87.21,15,2,9.06,clear sky
485,Safakulevo,RU,54.9901,62.5442,32.5,86,71,13.38,broken clouds
486,Akyab,MM,20.15,92.9,80.06,80,20,3.0,few clouds
487,Chernyshevskiy,RU,63.0128,112.4714,-24.54,100,32,1.9,scattered clouds
488,Pak Phanang,TH,8.3511,100.202,80.92,74,33,5.1,scattered clouds
489,Quesnel,CA,52.9999,-122.5029,32.0,69,40,2.3,scattered clouds
490,Portland,US,45.5234,-122.6762,45.0,81,75,3.44,broken clouds
491,Adiake,CI,5.2863,-3.304,89.6,70,20,11.5,few clouds
492,Lagoa,PT,39.05,-27.9833,60.91,80,100,21.41,overcast clouds
493,Nova Londrina,BR,-22.7658,-52.985,83.53,40,12,7.18,few clouds
494,Khani,GE,41.9563,42.9566,48.2,81,75,4.61,broken clouds
495,Mercedes,AR,-34.6515,-59.4307,73.99,66,34,1.99,scattered clouds
496,Ust-Ilimsk,RU,58.0006,102.6619,30.13,83,100,11.12,overcast clouds
497,Bardiyah,LY,31.7561,25.0865,62.46,57,0,12.68,clear sky
498,Torbay,CA,47.6666,-52.7314,48.99,81,75,11.5,broken clouds
499,Hobyo,SO,5.3505,48.5268,83.01,71,52,12.3,broken clouds
500,Rassvet,RU,46.8333,40.75,50.58,65,34,4.38,scattered clouds
501,Aquiraz,BR,-3.9014,-38.3911,87.8,66,40,16.11,scattered clouds
502,Ocos,GT,14.5094,-92.1933,87.8,51,0,6.91,clear sky
503,Yulara,AU,-25.2406,130.9889,69.8,40,0,6.91,clear sky
504,Aksu,CN,41.1231,80.2644,45.32,59,100,8.61,light rain
505,Fare,PF,-16.7,-151.0167,81.32,71,0,4.09,light rain
506,Cupira,BR,-8.6167,-35.95,88.0,40,30,9.44,scattered clouds
507,Saint-Augustin,CA,51.226,-58.6502,36.05,99,100,11.43,overcast clouds
508,Santiago,CL,-33.4569,-70.6483,72.0,67,100,4.38,haze
509,Diego De Almagro,CL,-26.3667,-70.05,79.36,19,3,8.52,clear sky
510,Panjab,AF,34.388,67.0233,35.11,54,3,3.49,clear sky
511,Alcudia,ES,39.8532,3.1214,66.99,72,20,13.8,few clouds
512,Gat,IL,31.61,34.7642,61.0,100,13,12.01,few clouds
513,Solana Beach,US,32.9912,-117.2711,61.0,77,40,3.44,scattered clouds
514,Colares,PT,38.7992,-9.4469,64.99,59,40,10.36,scattered clouds
515,Itacarambi,BR,-15.1022,-44.0919,93.85,37,62,2.35,broken clouds
516,Agirish,RU,61.9247,63.0231,29.91,88,35,7.2,scattered clouds
517,Marsh Harbour,BS,26.5412,-77.0636,70.07,59,100,23.06,overcast clouds
518,Gualeguay,AR,-33.1416,-59.3097,74.32,54,20,8.05,few clouds
519,Pierre,US,44.3683,-100.351,60.01,46,1,5.75,clear sky
520,Sulangan,PH,11.1373,123.7228,81.7,78,100,17.2,overcast clouds
521,Murdochville,CA,48.9583,-65.5006,24.8,86,100,13.8,overcast clouds
522,Berlevag,NO,70.8578,29.0864,30.92,75,90,0.45,overcast clouds
523,Pontivy,FR,48.0,-3.0,60.8,55,0,18.41,clear sky
524,San Andres,CO,12.5847,-81.7006,80.6,74,40,11.5,scattered clouds
525,Mastic Beach,US,40.7668,-72.8521,33.8,40,40,18.41,scattered clouds
526,Bowen,AU,-20.0167,148.2333,69.8,88,75,11.5,drizzle
527,Sabang,ID,5.8933,95.3214,83.66,73,100,16.28,overcast clouds
528,Grand Gaube,MU,-20.0064,57.6608,80.01,79,6,1.99,light rain
529,Acarau,BR,-2.8856,-40.12,86.79,58,15,13.38,few clouds
530,Puerto Gaitan,CO,4.3133,-72.0816,82.72,66,98,6.42,overcast clouds
531,Kostomuksha,RU,64.571,30.5767,33.4,82,99,3.4,overcast clouds
532,Aksarka,RU,66.5606,67.7975,28.94,98,100,4.18,overcast clouds
533,Ishim,RU,56.1128,69.4902,34.25,90,100,16.58,overcast clouds
534,Krasnoyarskiy,RU,51.965,59.8967,23.04,89,63,8.77,broken clouds
535,Qinhuangdao,CN,39.9317,119.5883,48.85,85,100,3.36,overcast clouds
536,Hamilton,US,39.1834,-84.5333,41.0,51,1,4.59,clear sky
537,Gongzhuling,CN,43.5008,124.8198,51.01,50,100,16.64,overcast clouds
538,Banaue,PH,16.9136,121.0618,63.3,77,6,1.81,clear sky
539,Yinchuan,CN,38.4681,106.2731,46.0,53,100,7.2,overcast clouds
540,Klaksvik,FO,62.2266,-6.589,44.6,81,75,6.91,broken clouds
541,Ugoofaaru,MV,5.6667,73.0,83.46,74,0,10.22,clear sky
542,Narowal,PK,32.1,74.8833,69.8,26,0,3.44,haze
543,Taos,US,36.4072,-105.5731,53.01,27,1,3.24,clear sky
544,Luvianos,MX,18.9167,-100.4,78.31,24,1,3.22,clear sky
545,Ballina,AU,-28.8667,153.5667,71.6,60,90,12.66,overcast clouds
546,Tucume,PE,-6.51,-79.8583,75.2,69,40,13.8,scattered clouds
547,Ondjiva,AO,-17.0667,15.7333,86.0,48,40,6.91,scattered clouds
548,Vitim,RU,59.4511,112.5578,0.32,98,93,2.13,overcast clouds
549,Kalmunai,LK,7.4167,81.8167,81.21,86,82,3.94,broken clouds
550,Alyangula,AU,-13.8483,136.4192,78.62,68,100,10.29,overcast clouds
551,Ushtobe,KZ,45.2514,77.9838,40.93,67,49,6.6,scattered clouds
552,Metro,ID,-5.1131,105.3067,75.61,91,90,1.83,heavy intensity rain
553,Kemijarvi,FI,66.7131,27.4306,32.29,92,98,1.97,overcast clouds
554,Qui Nhon,VN,13.7667,109.2333,77.43,93,9,4.56,clear sky
555,Colquechaca,BO,-18.6667,-66.0167,39.16,62,91,5.06,overcast clouds
556,Kviteseid,NO,59.4022,8.4927,51.8,30,20,16.11,few clouds
557,Tolaga Bay,NZ,-38.3667,178.3,58.46,78,100,18.97,overcast clouds
558,Ararangua,BR,-28.9347,-49.4858,76.64,57,88,7.38,overcast clouds
559,Ippy,CF,6.2679,21.2247,84.92,44,97,4.16,overcast clouds
560,Salinas,US,36.6777,-121.6555,52.0,93,90,1.1,mist
561,Matamoros,MX,25.5333,-103.25,66.99,48,40,6.71,scattered clouds
562,San Lorenzo,PY,-25.3333,-57.5333,80.6,47,20,2.3,few clouds
563,Tuensang,IN,26.2833,94.8333,62.87,59,0,1.95,clear sky
564,Drovyanaya,RU,51.5833,113.0333,26.6,50,0,8.95,clear sky
565,Quatre Cocos,MU,-20.2078,57.7625,80.01,89,40,6.91,light rain
566,Amecameca,MX,19.1167,-98.7667,57.2,54,75,9.22,broken clouds
567,Yar-Sale,RU,66.8333,70.8333,30.45,98,100,6.29,overcast clouds
568,Nurota,UZ,40.5614,65.6886,53.6,37,3,13.8,clear sky
569,Anadyr,RU,64.75,177.4833,8.6,85,90,33.55,snow
570,Bud,US,39.447,-86.1758,39.0,48,1,2.21,clear sky
571,Sfantu Gheorghe,RO,45.8667,25.7833,50.0,84,54,7.0,broken clouds
572,Mo I Rana,NO,66.3128,14.1428,35.01,79,81,4.0,light snow
573,Anniston,US,33.6598,-85.8316,46.0,39,1,11.5,clear sky
574,Rudnogorsk,RU,57.2639,103.7519,28.2,81,100,9.24,overcast clouds
575,Uniontown,US,39.9001,-79.7164,36.0,28,27,8.99,scattered clouds
576,Nevelsk,RU,46.6733,141.8633,33.8,80,100,6.71,overcast clouds
577,Garowe,SO,8.4054,48.4845,87.1,24,0,1.43,clear sky
578,Rumonge,BI,-3.9736,29.4386,74.61,85,20,3.47,light rain
579,Abakaliki,NG,6.3163,8.1169,101.26,15,20,5.08,few clouds
580,Payyannur,IN,12.1,75.2,80.35,70,93,6.42,overcast clouds
581,Porosozero,RU,62.7191,32.727,31.77,93,100,2.08,light snow
582,Bytow,PL,54.1706,17.4919,46.0,65,63,8.99,broken clouds
583,Road Town,VG,18.4167,-64.6167,82.4,61,40,17.27,scattered clouds
584,Atbasar,KZ,51.8,68.3333,20.21,93,17,8.48,few clouds
585,Solnechnyy,RU,50.7214,136.6319,38.16,95,100,12.19,light rain
586,Yaan,NG,7.3833,8.5667,102.09,8,10,7.31,clear sky
587,Salvador,SV,13.8333,-88.9167,93.2,50,0,11.5,clear sky
588,Roald,NO,62.5833,6.1333,39.2,75,75,11.5,broken clouds
589,Inta,RU,66.0317,60.1659,26.6,95,100,7.78,overcast clouds
590,Machhlishahr,IN,25.6833,82.4167,82.4,36,0,4.61,haze
591,Tadine,NC,-21.55,167.8833,76.1,92,100,15.88,moderate rain
592,Sergach,RU,55.5308,45.4661,39.24,92,100,14.72,overcast clouds
593,Mul,IN,20.0667,79.6667,89.4,10,0,4.47,clear sky
594,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.0,48,0,4.61,clear sky
595,Sakakah,SA,29.9697,40.2064,69.8,21,0,19.57,clear sky
596,Berdigestyakh,RU,62.0989,126.6992,-20.13,100,50,3.0,scattered clouds
597,Dobrun,RU,53.1851,34.2462,42.8,56,100,6.71,overcast clouds
598,Kushiro,JP,42.975,144.3747,37.2,87,100,7.18,overcast clouds
599,Panaba,MX,21.2833,-88.2667,74.01,58,100,16.33,overcast clouds
600,Elizabeth City,US,36.2946,-76.2511,39.99,48,75,14.97,broken clouds
601,Chinhoyi,ZW,-17.3667,30.2,70.86,49,2,1.95,clear sky
602,Jacareacanga,BR,-6.2222,-57.7528,83.08,66,97,3.27,overcast clouds
603,Kenmare,IE,51.8833,-9.5833,60.51,58,9,6.04,clear sky
604,Gazojak,TM,41.1875,61.4036,59.14,20,93,18.43,overcast clouds
605,Okhotsk,RU,59.3833,143.3,6.91,93,55,6.42,broken clouds
606,Todos Santos,MX,23.45,-110.2167,87.01,33,20,4.61,few clouds
607,Sorong,ID,-0.8833,131.25,79.57,83,100,2.13,moderate rain
608,Byron Bay,AU,-28.65,153.6167,71.6,60,90,12.66,overcast clouds
609,Nemuro,JP,43.3236,145.575,37.33,83,91,14.18,overcast clouds
610,Srivardhan,IN,18.0333,73.0167,79.29,68,92,1.95,overcast clouds
611,Moose Factory,CA,51.2585,-80.6094,24.8,36,1,6.91,clear sky
612,Iquitos,PE,-3.7481,-73.2472,87.8,62,75,4.61,broken clouds
613,Axim,GH,4.8699,-2.2405,83.41,74,78,11.12,light rain
614,Touros,BR,-5.1989,-35.4608,86.0,62,40,10.36,scattered clouds
615,Tayu,ID,-6.5397,111.0518,78.04,88,11,4.79,few clouds
616,Sorland,NO,67.667,12.6934,35.29,68,100,20.96,light snow
617,Lasem,ID,-6.6922,111.4527,78.6,87,35,2.86,scattered clouds
618,Aswan,EG,24.0934,32.907,73.92,12,0,13.85,clear sky
619,Suchitlan,MX,19.3667,-103.7167,80.6,44,1,11.5,clear sky
620,Seoul,KR,37.5683,126.9778,62.6,58,0,2.3,clear sky
621,Chaihe,CN,44.7667,129.7,49.01,69,100,11.65,light rain
622,Eureka,US,40.8021,-124.1637,48.0,93,90,3.44,overcast clouds
623,Ola,RU,59.5833,151.2833,1.08,87,4,6.96,clear sky
624,Jasper,US,37.2001,-94.3502,53.01,30,1,16.11,clear sky
625,Galveston,US,29.3669,-94.9669,62.01,41,1,19.57,clear sky
626,Dogondoutchi,NE,13.6393,4.0287,99.19,4,6,13.15,clear sky
627,Valparaiso,CL,-33.0393,-71.6273,60.8,82,75,3.44,broken clouds
628,Segezha,RU,63.7415,34.3222,32.41,90,100,1.83,overcast clouds
629,Jadu,LY,31.953,12.0261,77.97,13,0,9.46,clear sky
630,Amahai,ID,-3.3333,128.9167,78.67,85,95,3.89,overcast clouds
631,Balikpapan,ID,-1.2675,116.8289,77.94,84,100,1.97,overcast clouds
632,Talcahuano,CL,-36.7167,-73.1167,62.6,67,40,6.91,scattered clouds
633,Baruun-Urt,MN,46.6806,113.2792,28.72,41,3,5.17,clear sky
634,Kilindoni,TZ,-7.9139,39.6668,80.19,81,100,16.69,overcast clouds
635,Forestville,US,38.8451,-76.875,41.0,38,40,17.27,scattered clouds
636,Miri,MY,4.4148,114.0089,77.0,88,20,1.14,few clouds
637,Yaring,TH,6.8662,101.3689,78.67,83,35,7.76,scattered clouds
638,Vilyuysk,RU,63.7553,121.6247,-1.91,92,100,10.36,overcast clouds
639,Kresttsy,RU,58.2452,32.5165,36.48,84,100,2.95,overcast clouds
640,Severnyy,RU,50.677,36.5532,55.4,41,0,8.95,clear sky
641,Chipinge,ZW,-20.1883,32.6236,64.09,71,5,5.19,clear sky
642,Yumen,CN,40.2833,97.2,44.42,18,100,20.87,overcast clouds
643,San Carlos Del Zulia,VE,9.0,-71.9135,85.75,63,91,3.15,overcast clouds
644,Primo Tapia,MX,32.22,-116.9172,60.8,72,1,6.91,clear sky
645,Sorata,BO,-15.7667,-68.6333,49.89,82,97,7.29,overcast clouds
646,Primorsko-Akhtarsk,RU,46.0497,38.1747,48.54,74,0,10.0,clear sky
647,Luwuk,ID,-0.9516,122.7875,79.45,80,100,3.76,overcast clouds
648,Pamekasan,ID,-7.1568,113.4746,79.81,79,76,3.67,broken clouds
649,Polyarnyy,RU,69.1989,33.4478,32.0,86,40,4.47,scattered clouds
650,Olindina,BR,-11.3667,-38.3333,96.98,28,14,9.1,few clouds
651,Maldonado,UY,-34.6667,-54.9167,73.99,77,40,9.22,scattered clouds
652,Saint-Georges,GD,12.0564,-61.7485,84.2,61,20,20.71,few clouds
653,Elbistan,TR,38.2059,37.1983,46.18,61,100,4.94,overcast clouds
654,Douentza,ML,14.9951,-2.9517,101.07,4,0,15.1,clear sky
655,Long Beach,US,33.767,-118.1892,63.0,77,90,9.22,overcast clouds
656,Palmer,US,42.1584,-72.3287,30.99,43,90,14.97,overcast clouds
657,Muros,ES,42.7762,-9.0603,62.01,91,98,11.01,overcast clouds
658,Coquimbo,CL,-29.9533,-71.3436,62.6,72,20,9.22,few clouds
659,Ust-Tsilma,RU,65.441,52.1498,25.12,94,90,4.12,overcast clouds
660,Boissevain,CA,49.2306,-100.0559,48.0,39,1,16.11,clear sky
661,Mareeba,AU,-17.0,145.4333,75.2,83,75,11.5,broken clouds
662,Kununurra,AU,-15.7667,128.7333,75.2,88,98,3.44,overcast clouds
663,Quirinopolis,BR,-18.4483,-50.4517,93.43,31,72,3.02,broken clouds
664,Huilong,CN,31.8111,121.655,63.0,93,100,7.43,overcast clouds
665,Wanning,CN,18.8003,110.3967,76.1,93,77,7.05,broken clouds
666,Platonovka,RU,52.7106,41.952,41.41,82,91,10.94,overcast clouds
667,Meulaboh,ID,4.1363,96.1285,77.41,84,100,7.94,overcast clouds
668,Lang Son,VN,21.8333,106.7333,73.69,92,7,4.27,clear sky
669,Beruwala,LK,6.4788,79.9828,80.49,86,44,7.65,scattered clouds
670,Santa Fe,AR,-31.6333,-60.7,81.0,39,0,3.0,clear sky
671,Hay River,CA,60.8156,-115.7999,3.2,66,67,11.5,broken clouds
672,Graaff-Reinet,ZA,-32.2522,24.5308,59.0,87,97,15.7,overcast clouds
673,Yarmouth,US,41.7057,-70.2286,37.99,48,1,10.36,clear sky
674,Mahibadhoo,MV,3.7833,72.9667,83.19,78,16,13.69,few clouds
675,Ulan-Ude,RU,51.8261,107.6098,26.6,59,1,4.47,clear sky
676,Catamarca,AR,-28.4696,-65.7852,81.0,64,5,5.01,clear sky
677,Luau,AO,-10.7073,22.2247,71.51,89,71,2.82,moderate rain
678,Liverpool,GB,53.4106,-2.9779,57.2,47,0,5.75,clear sky
679,Cooma,AU,-36.2333,149.1333,44.6,100,0,2.55,clear sky
680,Merauke,ID,-8.4667,140.3333,76.37,92,100,5.68,overcast clouds
681,Tarko-Sale,RU,64.9225,77.785,28.36,95,98,5.32,overcast clouds
682,Vredendal,ZA,-31.6683,18.5012,71.55,45,82,12.91,broken clouds
683,Pappinisseri,IN,11.95,75.35,80.42,70,94,5.46,overcast clouds
684,Asau,RO,46.4333,26.4,50.0,57,99,4.61,overcast clouds
685,Benghazi,LY,32.1167,20.0667,62.1,48,0,7.0,clear sky
686,Buzmeyin,TM,38.0507,58.2056,75.2,22,75,9.22,broken clouds
687,Portmore,JM,17.9702,-76.8672,89.01,61,20,5.75,few clouds
688,Pizarro,CO,4.9533,-77.366,81.07,81,54,5.53,light rain
689,Marawi,PH,7.9986,124.2928,69.03,97,100,1.66,overcast clouds
690,Osmena,PH,10.5208,119.9258,82.22,76,100,14.18,overcast clouds
691,Hearst,CA,49.6835,-83.6665,32.0,43,49,6.91,scattered clouds
692,Conceicao Do Araguaia,BR,-8.2578,-49.2647,85.71,63,84,5.73,broken clouds
693,Bira,RU,49.0,132.4667,44.2,84,98,8.9,light rain
694,Daru,PG,-9.0763,143.2092,75.61,93,100,8.66,overcast clouds
695,Puerto Escondido,MX,15.85,-97.0667,89.73,31,0,1.95,clear sky
696,High Level,CA,58.5169,-117.136,14.0,79,75,9.22,broken clouds
697,Barra Patuca,HN,15.8,-84.2833,82.35,65,9,11.52,clear sky
698,Tilichiki,RU,60.4667,166.1,0.41,96,92,4.54,overcast clouds
